ID,price,yearBuilt,livingArea,bathrooms,bedrooms,parking,garageSpaces,hasGarage,pool,spa
3766,249900,1991,1916,3,4,1,0,1,0,0
3767,345000,2018,2461,3,4,1,0,1,0,0
3768,265000,1996,2472,3,5,1,0,1,0,0
3769,379899,2020,2622,3,4,1,1,1,0,0
3770,489900,1973,2035,3,4,1,2,1,0,0
3771,650000,1997,3330,4,4,1,3,1,0,1
3772,595000,1997,4352,4,5,1,2,1,0,1
3773,399900,1966,1441,2,3,1,5,1,0,0
3774,675000,1989,3587,5,5,1,2,1,0,1
3775,899000,1998,4101,5,6,1,2,1,0,1
3776,490000,1977,2754,4,4,1,2,1,0,0
3777,400000,1977,2196,3,4,1,2,1,0,0
3778,275000,2005,1707,3,3,1,2,1,0,0
3779,315000,1986,1684,2,4,1,2,1,0,1
3780,410000,1990,3886,4,5,1,2,1,0,1
3781,499900,2019,3236,3,4,0,0,1,0,0
3782,1450000,2005,2378,3,4,1,2,1,0,0
3783,699999,1985,2714,4,4,1,2,1,0,0
3784,450000,2000,4480,4,5,1,2,1,0,0
3785,325000,1999,3000,3,4,1,2,1,0,1
3786,379900,1986,3009,3,6,1,2,1,0,0
3787,259900,2001,1260,3,3,1,1,1,0,0
3788,250000,1987,1496,2,3,1,2,1,1,0
3789,340000,1974,971,1,2,1,2,1,0,0
3790,485000,2014,3002,3,5,1,2,1,0,0
3791,320000,1988,2136,3,3,1,2,1,0,0
3792,1480000,2018,4363,4,5,1,3,1,1,0
3793,265000,2016,1552,3,3,1,1,1,0,0
3794,450000,1969,2122,2,3,0,0,0,0,1
3795,135000,1960,416,1,1,0,0,0,0,0
3796,323000,1982,2364,2,3,1,2,1,0,0
3797,259900,2014,1870,3,4,1,0,1,0,0
3798,350000,2001,2666,3,3,1,2,1,0,0
3799,365000,2016,2174,3,4,1,2,1,0,0
3800,300000,2007,1584,4,4,1,0,1,0,0
3801,290000,1973,1616,2,3,1,2,1,0,0
3802,299800,1985,2366,3,4,1,2,1,0,0
3803,1600000,2003,7610,4,4,0,3,1,1,1
3804,159900,1990,1647,2,2,1,0,1,0,0
3805,435000,2017,3158,5,4,0,2,1,0,1
3806,159900,1971,2886,3,4,0,0,1,0,0
3807,389900,1991,3171,4,4,0,2,1,0,1
3808,185500,1994,1736,2,3,1,0,0,0,0
3809,269500,1987,2815,3,4,1,0,1,0,0
3810,199990,2021,1811,3,4,1,0,1,0,0
3811,194990,2021,1606,3,3,1,0,1,0,0
3812,201990,2021,1811,3,4,1,0,1,0,0
3813,194990,2021,1606,3,3,1,0,1,0,0
3814,166900,2006,1976,3,4,1,0,1,0,0
3815,90000,1984,1114,2,2,0,0,0,0,0
3816,249950,1973,2329,3,4,0,2,1,0,1
3817,322000,1996,3791,4,5,0,2,1,0,1
3818,1650000,2007,7073,7,5,1,0,1,0,0
3819,695000,2000,4521,4,4,1,0,1,1,1
3820,380000,1974,2862,4,4,0,0,0,0,0
3821,185000,1977,2180,3,4,0,0,0,0,1
3822,273000,1982,2450,3,4,0,2,1,0,0
3823,349900,1987,3123,4,4,0,2,1,0,0
3824,188500,1984,2293,2,3,1,0,1,0,0
3825,249900,1996,1248,2,3,1,0,0,0,0
3826,439000,2019,2617,4,4,0,0,1,0,0
3827,255000,1977,1200,1,3,0,0,0,0,0
3828,349990,2021,2511,3,5,1,2,1,0,0
3829,356990,2021,2804,3,5,1,2,1,0,0
3830,375000,1998,2479,6,5,1,2,1,0,0
3831,355990,2021,2711,3,5,1,2,1,0,0
3832,226900,2004,1710,3,3,1,1,1,0,0
3833,200000,1994,1051,2,3,1,2,1,0,0
3834,449000,2019,2571,3,4,1,2,1,0,0
3835,299900,1999,1806,2,3,1,2,1,0,0
3836,2000000,2018,6340,6,6,1,2,1,0,0
3837,400900,2015,2564,3,4,1,2,1,0,0
3838,179000,1984,1426,2,3,1,0,0,0,0
3839,429900,2004,2740,3,4,1,2,1,0,0
3840,600000,1999,3899,4,6,1,2,1,1,1
3841,397000,2001,4343,4,5,0,0,1,0,0
3842,429000,1975,2850,2,4,1,0,1,0,0
3843,479900,1970,3152,4,4,1,2,1,0,0
3844,489000,2005,3582,4,5,1,2,1,0,1
3845,280000,2016,1536,2,3,1,0,1,0,0
3846,230000,2004,2586,4,4,1,0,1,0,0
3847,70000,1964,1000,1,3,1,0,0,1,0
3848,72900,1900,2226,2,3,0,0,0,0,0
3849,180540,1980,3444,4,4,0,0,0,0,0
3850,91500,1900,3936,2,4,0,0,0,0,0
3851,250000,1917,3114,4,3,1,0,1,0,0
3852,68900,1940,2129,3,6,0,0,0,0,0
3853,42900,1935,876,2,3,0,0,0,0,0
3854,54000,1968,1026,2,3,1,0,1,0,0
3855,54000,1968,1026,2,3,1,0,0,0,0
3856,250000,1920,1466,1,2,0,0,0,0,0
3857,250000,1940,1176,1,3,1,0,0,0,0
3858,79000,1949,1312,1,3,0,0,0,0,0
3859,121000,1890,3510,3,4,0,0,0,0,0
3860,85200,1985,1676,2,2,0,0,0,0,0
3861,162000,1965,1917,2,3,1,0,0,0,0
3862,85000,1955,1016,1,3,0,0,0,0,0
3863,60000,1947,1947,2,3,0,0,0,0,0
3864,119900,1969,1274,2,3,0,0,0,0,0
3865,189000,1962,2862,3,3,0,0,0,0,0
3866,95000,1962,1190,2,2,0,0,0,1,0
3867,85900,1978,1792,2,3,0,0,0,1,0
3868,329000,1900,4502,4,4,0,0,0,0,0
3869,129000,1940,1272,1,2,0,0,0,1,0
3870,137000,1957,1956,2,3,0,0,0,0,0
3871,84500,1947,1604,2,3,0,0,0,0,0
3872,129000,1956,2009,2,3,0,0,0,0,0
3873,229900,1962,4321,3,4,0,0,0,0,1
3874,94900,1994,1664,2,3,0,0,0,0,0
3875,229000,1910,1680,2,2,0,0,0,1,0
3876,189900,1910,2907,3,4,0,0,0,0,0
3877,74000,1964,1008,1,0,0,0,0,0,0
3878,89900,1944,1235,1,3,0,0,0,0,0
3879,259900,1894,3838,3,5,1,0,0,0,0
3880,199900,1924,1148,0,2,1,0,0,0,0
3881,269900,1945,1696,2,4,0,0,0,0,0
3882,165000,1960,1050,3,4,1,1,1,0,0
3883,285000,1940,1400,2,3,0,0,0,0,0
3884,279900,2007,2204,3,2,1,0,1,0,1
3885,150000,1938,1457,3,5,0,0,1,0,0
3886,250000,1973,1658,2,3,1,2,1,0,0
3887,225000,1983,1734,3,3,1,2,1,0,0
3888,370000,1972,2811,3,5,1,2,1,0,0
3889,399900,2020,1398,2,2,1,1,1,0,0
3890,399900,1978,2396,3,4,1,2,1,0,0
3891,409900,2021,1448,2,2,1,1,1,0,0
3892,320000,1972,1706,2,3,0,0,0,0,0
3893,289900,2016,1934,3,3,1,2,1,0,0
3894,420000,1980,3408,3,5,1,2,1,0,0
3895,475000,1991,3478,3,4,1,2,1,0,0
3896,300000,1964,1794,2,3,0,0,0,0,0
3897,300000,1964,1794,2,3,1,0,0,0,0
3898,265000,1978,1652,2,3,1,2,1,0,0
3899,305000,1968,1652,2,3,1,0,0,0,0
3900,575000,2017,3382,4,5,1,2,1,0,0
3901,245000,1976,1608,2,3,1,2,1,0,0
3902,369900,1972,3573,4,5,1,0,0,0,0
3903,295000,1977,2598,4,4,1,2,1,0,0
3904,499900,1989,3000,4,4,0,0,1,0,0
3905,464500,1989,3741,3,4,1,2,1,1,1
3906,649900,2008,3736,4,5,0,0,1,0,1
3907,205000,2007,1418,3,2,0,0,0,0,0
3908,165000,1987,1311,2,3,1,0,1,0,0
3909,198500,1974,2060,3,3,1,0,1,0,0
3910,185000,1986,1536,2,3,1,2,1,0,0
3911,254900,1993,2273,3,3,1,2,1,0,0
3912,350000,1988,2750,4,4,1,0,1,0,0
3913,230000,1987,1476,3,3,1,1,1,0,0
3914,220000,1986,1241,2,3,1,1,1,0,0
3915,345000,2006,2551,3,4,1,0,1,0,0
3916,500000,2001,4068,4,4,1,2,1,0,1
3917,251000,1994,1188,2,3,1,2,1,0,0
3918,355000,1995,2320,2,3,1,2,1,0,0
3919,425000,1987,2462,2,3,1,0,1,0,0
3920,140000,1946,1036,1,2,1,0,0,0,0
3921,373000,2005,2289,4,3,1,0,1,0,1
3922,32000,1940,1246,1,3,0,0,0,0,0
3923,42000,1930,1906,3,6,0,0,0,0,0
3924,107000,1901,1104,1,3,1,0,0,0,0
3925,279900,1962,2176,2,3,0,0,1,0,0
3926,129900,1940,1372,2,3,1,2,1,0,0
3927,84900,1940,780,1,2,0,0,0,0,0
3928,50000,1901,1473,1,3,0,0,0,0,0
3929,65000,1928,1567,2,3,0,0,0,0,0
3930,139900,1940,1140,2,4,0,0,0,0,0
3931,239000,1910,1728,2,3,0,0,0,0,0
3932,320000,2006,1804,3,3,1,2,1,0,0
3933,291000,2001,1107,3,3,1,2,1,0,0
3934,675000,1948,2038,3,3,1,0,0,0,0
3935,254900,1998,1195,3,2,1,2,1,0,0
3936,279900,2002,1554,3,3,1,2,1,0,0
3937,423000,2015,2959,3,4,1,2,1,0,0
3938,520000,1988,2894,4,4,1,2,1,0,0
3939,275000,1976,1591,2,4,1,2,1,0,0
3940,289900,1976,1469,2,4,1,2,1,0,0
3941,325000,1979,2324,2,3,1,2,1,0,0
3942,699900,2020,3063,5,4,1,2,1,0,0
3943,400000,2021,2500,4,4,1,0,0,0,0
3944,494900,2021,2227,4,3,1,2,1,0,0
3945,475000,2016,3700,4,5,1,2,1,0,0
3946,453900,2005,2421,3,4,1,2,1,0,0
3947,395000,1994,2072,3,3,1,2,1,0,1
3948,310000,2006,1880,3,3,1,2,1,0,0
3949,325000,1995,1793,3,3,1,2,1,0,0
3950,620000,2014,3330,4,5,1,2,1,0,0
3951,906675,2021,3850,4,5,1,3,1,0,0
3952,599000,1998,4633,5,5,1,3,1,0,0
3953,640000,2006,3800,4,5,1,2,1,0,1
3954,475000,1920,1578,2,2,1,0,0,0,0
3955,375000,2005,1881,3,3,1,2,1,0,1
3956,299000,1983,1402,2,3,0,0,1,0,0
3957,269900,1982,1560,2,3,0,0,0,0,0
3958,329999,2003,2216,3,3,1,2,1,0,0
3959,445000,1988,2151,2,3,0,0,0,0,0
3960,325000,2007,1677,3,3,1,2,1,0,0
3961,524900,2015,3013,4,4,1,2,1,0,1
3962,275000,1936,1295,2,3,1,0,0,0,0
3963,159990,1961,900,1,2,1,0,0,0,0
3964,775000,2007,3188,4,4,1,0,1,0,1
3965,935000,1951,3521,4,5,1,0,1,0,0
3966,399000,2021,1900,4,3,1,0,0,0,0
3967,420000,2021,2100,4,4,1,0,0,0,0
3968,350000,1986,1600,2,3,1,2,1,0,0
3969,650000,2006,5123,5,6,1,2,1,0,0
3970,599000,1988,3482,4,4,1,3,1,0,0
3971,1225000,2000,7117,7,6,1,3,1,0,0
3972,345000,2005,1594,3,3,1,1,1,0,0
3973,190000,1985,950,2,3,1,0,0,0,0
3974,416000,2002,2128,3,3,1,2,1,0,1
3975,679000,1992,6103,5,5,1,2,1,0,0
3976,415005,1994,3025,4,3,1,2,1,0,0
3977,575000,1986,3256,4,4,1,2,1,0,0
3978,1200000,2000,6000,5,6,1,3,1,0,0
3979,425000,1993,1796,3,3,1,2,1,0,0
3980,610000,1991,3735,5,4,1,2,1,0,0
3981,475000,1988,3226,5,4,1,2,1,0,0
3982,989900,1993,7707,6,6,0,0,1,0,0
3983,689000,1993,3066,5,6,1,2,1,0,0
3984,200000,2002,824,1,1,1,0,0,0,0
3985,342500,1920,1475,2,1,0,0,0,0,0
3986,675000,2007,1839,3,2,0,0,0,0,0
3987,610000,1982,1292,3,2,1,1,1,0,0
3988,261000,2007,729,1,1,1,1,1,1,0
3989,399000,2010,869,1,1,1,1,1,0,0
3990,92000,1942,1133,2,3,0,0,0,0,0
3991,92500,1930,834,1,2,1,0,0,0,0
3992,149999,1906,1626,2,3,1,2,1,0,0
3993,110000,1999,974,1,2,1,0,0,0,0
3994,75000,1901,1562,1,3,0,0,0,0,0
3995,469900,2004,4291,4,5,1,2,1,0,0
3996,249900,1916,1712,1,2,1,0,0,0,0
3997,475000,1975,3572,4,4,1,0,1,0,0
3998,250000,1985,1945,2,3,0,0,0,0,0
3999,693000,2007,3182,3,4,1,4,1,0,0
4000,245000,1974,2696,2,4,1,0,0,0,0
4001,929900,1984,3068,2,3,1,0,0,1,0
4002,48000,1956,1092,2,2,0,0,0,0,0
4003,38000,1944,852,1,2,0,0,0,0,0
4004,74900,1900,1440,2,5,0,0,0,0,0
4005,64999,1962,1248,1,3,1,0,0,0,0
4006,49500,1970,1056,1,3,0,0,0,0,0
4007,89900,1966,1523,2,3,0,2,1,0,0
4008,80000,1956,1326,2,3,0,0,0,0,0
4009,45000,1950,1060,2,3,0,0,0,0,0
4010,89900,1957,1354,1,2,0,0,0,0,0
4011,150000,1966,3000,4,4,0,0,0,0,0
4012,66000,1953,1270,1,4,0,0,0,0,0
4013,85000,1993,2128,2,3,0,0,0,0,0
4014,78500,1930,1440,2,3,0,0,0,0,0
4015,35000,1955,696,1,2,0,0,0,0,0
4016,82500,1964,1250,2,4,0,0,0,0,0
4017,82500,1964,1250,2,4,0,0,0,0,0
4018,33000,1964,1250,2,4,0,0,0,0,0
4019,71500,1964,1250,2,4,0,0,0,0,0
4020,385000,1999,2445,3,4,1,0,0,0,1
4021,279900,1998,2100,3,3,1,0,1,0,0
4022,499000,2005,2396,3,3,1,0,1,0,0
4023,574000,2000,2015,3,3,1,0,1,0,1
4024,875000,1998,4072,5,4,1,0,1,0,0
4025,275000,1997,1527,2,3,1,0,1,0,0
4026,869000,1990,3068,3,3,1,0,1,0,0
4027,164900,1983,1216,2,3,0,0,1,0,0
4028,245000,1969,2465,3,3,0,0,0,0,0
4029,166000,2018,1529,2,3,0,2,1,0,0
4030,175000,2006,1182,2,3,0,0,0,0,0
4031,70000,2000,1124,2,3,0,1,1,0,0
4032,299900,1900,2795,2,4,0,0,1,0,0
4033,144900,1967,1100,2,4,0,0,0,0,0
4034,384900,1975,2539,3,3,1,0,1,0,0
4035,136000,1981,1325,1,3,0,0,0,0,0
4036,1495000,2007,4322,6,5,0,0,0,0,0
4037,239900,1956,3290,4,14,0,0,0,0,0
4038,405000,2002,2168,4,4,1,0,1,0,0
4039,99900,1982,1120,2,2,1,0,0,0,0
4040,199900,1950,1422,2,2,1,0,0,0,0
4041,400000,1963,2663,3,3,1,0,0,0,0
4042,199000,1960,1456,1,3,1,0,0,0,0
4043,244900,1986,2380,2,4,1,1,1,0,0
4044,145000,1958,1152,1,2,1,2,1,0,0
4045,699999,1989,3317,4,4,1,2,1,0,0
4046,430000,2001,4251,4,4,1,2,1,0,1
4047,185000,1964,1406,2,5,0,0,0,0,0
4048,679000,2000,4447,5,5,1,2,1,0,0
4049,349900,1994,2926,3,4,1,2,1,0,0
4050,242500,1965,1365,2,3,1,0,0,1,0
4051,165000,1957,960,1,3,1,0,0,0,0
4052,652910,2021,3230,4,5,1,2,1,0,0
4053,789000,2006,4702,5,5,1,2,1,1,1
4054,450000,2002,3864,4,4,1,2,1,0,0
4055,475000,2004,3431,4,4,1,2,1,1,0
4056,1225000,2003,5813,6,6,1,3,1,1,0
4057,449500,2012,3811,4,5,1,2,1,0,0
4058,365500,2021,3400,4,4,1,0,0,0,0
4059,849000,1984,1640,3,4,1,0,1,0,0
4060,223000,1950,2176,2,2,0,0,0,0,0
4061,339900,2005,2340,4,3,1,1,1,1,1
4062,231999,1987,2218,2,5,0,0,1,0,0
4063,499900,2007,3233,3,5,1,2,1,1,1
4064,415000,2000,1271,2,3,0,0,0,0,0
4065,250000,1960,1238,3,4,1,2,1,0,0
4066,325000,1942,1760,1,3,0,0,0,0,0
4067,329900,2006,1564,4,3,1,1,1,0,0
4068,574990,2021,2427,3,2,1,0,0,0,0
4069,350000,2004,2322,3,3,1,0,0,0,0
4070,949900,2007,3852,4,4,1,2,1,0,0
4071,525000,2001,1703,3,3,1,0,0,1,0
4072,260000,2005,789,1,1,1,0,1,0,0
4073,375000,2008,1401,2,2,1,0,1,0,0
4074,1150000,2021,3371,5,4,1,2,1,0,0
4075,1150000,2021,3371,5,4,1,2,1,0,0
4076,875000,2007,4389,5,4,1,2,1,0,1
4077,184900,1928,1100,2,2,0,0,0,0,0
4078,424900,1991,1870,2,3,1,2,1,1,0
4079,549000,1992,2935,3,3,1,2,1,0,0
4080,899000,2001,4200,5,4,1,2,1,0,0
4081,1875000,2008,3099,3,2,1,3,1,1,1
4082,399900,1991,1870,2,2,1,2,1,1,0
4083,130000,1958,1360,2,4,0,0,0,0,0
4084,390000,2018,2168,3,4,1,2,1,0,0
4085,699000,1991,2880,3,4,1,3,1,0,0
4086,289900,1982,2157,2,3,1,2,1,1,0
4087,239000,1991,1564,2,3,1,2,1,0,0
4088,425000,2019,3615,4,5,1,3,1,0,0
4089,195000,1940,976,1,3,0,0,0,0,0
4090,600000,2007,5065,5,5,1,3,1,0,1
4091,250000,1969,1210,2,3,1,2,1,0,0
4092,450800,2021,2643,3,3,1,2,1,0,0
4093,235000,1987,1274,2,3,1,2,1,0,0
4094,706425,2021,2665,4,3,1,2,1,0,0
4095,713550,2021,2874,4,3,1,2,1,0,0
4096,424900,2015,3411,4,3,1,0,1,0,0
4097,325000,1997,2668,3,4,1,2,1,0,0
4098,335000,1992,1532,3,4,1,4,1,1,0
4099,239000,1999,2663,3,4,1,2,1,0,0
4100,600000,2005,4207,4,5,1,3,1,0,0
4101,450000,1974,2918,2,3,1,6,1,0,0
4102,234900,1961,1100,2,3,1,0,0,0,0
4103,850000,1984,3175,3,4,1,4,1,1,0
4104,450000,1989,5745,5,5,1,3,1,0,1
4105,385000,2018,2453,3,3,1,2,1,0,0
4106,650000,2004,4502,5,5,1,3,1,0,0
4107,385000,2018,2453,3,3,1,0,1,0,0
4108,195000,1962,1125,1,3,1,0,0,0,0
4109,275000,1989,1844,3,3,1,2,1,0,0
4110,498000,2003,4297,4,5,1,0,1,0,1
4111,205000,2006,1572,3,3,0,0,0,0,0
4112,130000,2007,1353,3,2,0,1,1,0,0
4113,450000,2006,3200,4,5,0,2,1,0,0
4114,1850,2011,1876,2,3,0,2,1,0,0
4115,415000,2000,2475,4,4,1,0,1,1,0
4116,154900,2008,1457,3,3,0,0,0,0,0
4117,444000,2017,2175,2,3,0,2,1,0,0
4118,330000,2003,2504,3,5,0,2,1,0,0
4119,195000,2010,1813,3,3,0,1,1,0,0
4120,274900,2000,2071,2,4,0,2,1,0,0
4121,229900,2000,1547,2,3,0,0,1,0,0
4122,50500,1977,1425,2,3,0,0,0,0,0
4123,255000,2005,2212,3,4,0,2,1,0,0
4124,300000,1988,2920,3,5,0,0,0,0,0
4125,275000,2003,1810,2,4,0,2,1,0,0
4126,309900,2009,3118,4,4,0,2,1,0,0
4127,450000,1999,3413,4,3,0,2,1,0,1
4128,259900,2006,1441,2,3,0,2,1,0,0
4129,315000,2014,2489,3,3,0,2,1,0,0
4130,303705,2021,1828,2,3,0,2,1,0,0
4131,290000,1950,1922,3,4,1,0,0,0,0
4132,275000,2006,1828,2,3,0,2,1,0,0
4133,199900,1965,1663,2,3,0,1,0,0,0
4134,154500,2007,1254,3,2,0,0,0,0,0
4135,309900,2016,2674,3,4,0,2,1,0,0
4136,332954,2021,2629,3,4,0,2,1,0,0
4137,217000,2004,1451,2,3,0,0,0,0,0
4138,325000,2016,2489,3,3,0,0,1,0,0
4139,187000,1900,2873,2,4,1,0,0,0,0
4140,130000,1955,1199,2,2,1,0,0,0,0
4141,799999,2021,2342,2,3,0,0,0,0,0
4142,285000,1975,1108,2,2,1,0,0,1,0
4143,799000,1961,2904,4,4,1,0,1,0,0
4144,829000,1959,3288,3,4,1,2,1,0,0
4145,335000,1968,1459,2,3,0,0,0,0,0
4146,283900,1968,1093,2,2,0,0,0,0,0
4147,1295000,1963,4510,5,5,1,0,0,1,0
4148,1299000,1966,3290,4,4,1,2,1,0,0
4149,269000,1949,1751,2,4,1,0,1,0,0
4150,230000,2002,1492,2,3,1,0,1,0,0
4151,129900,1950,1200,1,2,1,0,0,0,0
4152,174900,1976,1296,2,4,1,0,0,0,0
4153,420000,2021,2100,4,4,1,0,0,0,0
4154,884900,2013,3171,3,3,1,0,1,0,0
4155,349900,2021,1760,3,4,1,0,0,0,0
4156,499900,2009,2052,3,4,1,0,0,0,0
4157,550000,1930,3156,4,5,1,0,0,0,0
4158,55000,1965,690,1,1,1,0,0,0,0
4159,485000,1914,2457,2,3,1,0,1,0,0
4160,395000,2004,768,2,2,1,0,1,0,0
4161,379900,2021,2051,4,4,1,0,1,0,0
4162,350000,2002,1268,2,1,0,0,0,1,0
4163,189000,2003,1078,2,2,0,0,0,0,0
4164,460000,2004,2665,3,5,0,2,1,0,1
4165,144900,2002,1056,1,2,0,0,0,0,0
4166,188000,2005,1116,2,2,0,0,0,0,0
4167,1100000,1975,4768,5,5,0,2,1,1,0
4168,584000,1989,2279,3,3,0,0,0,0,0
4169,329900,2002,1356,3,2,0,0,1,0,1
4170,329900,2002,1356,3,2,0,0,1,0,1
4171,340000,1995,2176,3,3,1,2,1,0,1
4172,449000,1976,2419,3,5,0,0,0,0,0
4173,379900,1974,2101,2,4,0,2,1,0,0
4174,349900,1965,1807,2,3,0,0,0,0,0
4175,184900,2003,1078,2,2,0,0,0,0,0
4176,189900,2003,1116,2,2,0,1,1,0,0
4177,649900,2000,3167,4,5,0,2,1,0,0
4178,1050000,2020,3789,4,4,0,3,1,0,0
4179,259900,1986,1654,2,3,0,0,0,0,0
4180,205000,2005,1426,2,3,0,1,1,0,0
4181,789000,1999,3264,4,5,0,2,1,0,0
4182,340000,2000,2084,3,4,0,2,1,0,0
4183,375000,1987,2420,3,2,0,0,0,1,0
4184,439900,1991,2911,3,3,0,2,1,0,0
4185,132500,2002,678,1,1,0,0,0,0,0
4186,349900,1992,1974,3,3,0,2,1,0,0
4187,225000,2020,1312,2,3,1,1,1,0,0
4188,65000,1900,904,1,2,1,0,0,0,0
4189,135000,1989,1624,2,3,0,0,0,0,0
4190,1250000,1997,4834,3,4,0,0,0,1,0
4191,250000,1979,1215,2,3,1,0,0,0,0
4192,152000,1975,2528,3,3,1,2,1,1,0
4193,384900,2021,2206,3,4,1,0,1,0,0
4194,270000,1955,1430,2,3,1,2,1,0,0
4195,184900,1954,1979,2,3,1,0,0,0,0
4196,200000,2002,2073,2,3,1,0,0,0,0
4197,499900,2000,3258,3,4,0,0,0,1,0
4198,194000,1955,2192,2,3,0,0,0,0,0
4199,199900,1963,3076,2,3,1,0,0,0,0
4200,225000,1965,2653,3,4,0,0,0,1,0
4201,45000,1960,680,1,2,0,0,0,0,0
4202,35000,1945,780,1,2,0,0,0,0,0
4203,499000,1991,3698,4,4,0,0,1,0,1
4204,629000,1957,2197,3,4,1,1,1,0,0
4205,575000,2015,2112,4,3,1,2,1,0,0
4206,219000,2002,821,1,2,1,0,1,0,0
4207,1850000,2021,5845,6,5,1,2,1,0,0
4208,315000,1974,1830,3,3,1,0,0,0,0
4209,1250000,2021,3410,4,4,1,2,1,0,0
4210,399000,1955,1394,2,3,1,0,0,0,0
4211,475000,1956,2550,5,5,0,0,0,0,0
4212,894500,2007,4847,7,6,1,2,1,0,1
4213,649800,1963,2398,3,4,1,1,1,0,0
4214,695000,2004,2935,4,5,1,2,1,0,1
4215,1250000,2016,1482,4,5,1,2,1,0,0
4216,649900,1955,2772,3,4,1,2,1,0,1
4217,415000,2011,1790,3,3,1,2,1,0,0
4218,569900,2015,3031,4,4,1,2,1,1,0
4219,560000,1954,1443,2,4,1,1,1,0,0
4220,445000,1950,1350,2,3,1,0,0,0,0
4221,749000,2020,2870,4,5,1,2,1,0,0
4222,565000,1958,2070,3,4,1,2,1,0,0
4223,383000,1974,2154,3,3,1,2,1,0,0
4224,550000,1953,1777,2,3,1,1,1,0,0
4225,595000,1965,3289,3,5,1,2,1,0,0
4226,225000,1996,1280,1,2,1,0,0,0,0
4227,350000,1998,1560,3,3,0,0,0,0,0
4228,565000,2012,3387,3,4,0,0,1,0,0
4229,462500,1894,984,1,1,0,0,0,0,0
4230,44000,1978,672,1,2,0,0,0,0,0
4231,529900,2011,2835,3,3,1,0,1,0,0
4232,1199999,2018,3200,4,3,0,0,1,0,1
4233,224900,1900,1548,3,3,0,0,0,0,0
4234,1995000,1985,3832,4,4,1,2,1,0,0
4235,799900,2007,2732,5,4,1,5,1,0,0
4236,374800,1976,2195,3,3,1,2,1,0,0
4237,185000,2002,1794,3,3,1,2,1,0,0
4238,195000,1986,2032,2,4,1,0,0,0,1
4239,265000,1969,1608,2,3,0,0,0,0,0
4240,649900,2000,4967,5,4,1,2,1,0,0
4241,175000,1960,1344,1,3,0,0,0,0,0
4242,229000,1989,1052,2,3,1,2,1,0,0
4243,270000,2020,2203,3,4,1,0,1,0,0
4244,219900,1996,1938,2,3,1,0,1,0,0
4245,270000,2020,2203,3,4,1,2,1,0,0
4246,140000,1970,775,1,2,1,0,0,0,0
4247,189900,1945,1024,1,2,0,0,0,0,0
4248,199900,1965,1370,1,3,1,0,0,0,0
4249,190000,1950,1056,1,2,0,0,0,0,0
4250,199000,2008,1677,3,3,1,0,0,1,0
4251,221900,2021,1430,2,3,1,0,0,0,0
4252,259900,2021,1504,2,3,1,0,0,0,0
4253,299900,2021,1850,3,3,0,0,0,0,0
4254,210000,2000,1464,2,3,0,0,0,1,0
4255,324900,2018,1801,3,4,1,0,0,0,0
4256,597500,1998,4000,5,4,1,0,0,0,0
4257,313900,2017,1940,2,3,1,0,0,0,0
4258,439900,2016,3148,3,3,1,0,0,0,0
4259,318750,2021,1875,3,3,1,0,0,1,0
4260,199900,1959,1495,2,3,0,0,0,0,0
4261,249500,2017,1512,2,3,0,0,0,0,0
4262,499000,1996,3400,4,5,0,0,0,0,0
4263,110000,1986,924,2,3,0,0,0,1,0
4264,499900,2014,3373,3,5,1,0,0,0,0
4265,130000,2005,2432,3,4,0,0,0,0,0
4266,85000,1945,1102,2,2,0,0,0,0,0
4267,559000,1994,4521,5,5,0,0,0,1,1
4268,179000,1960,1743,2,4,0,0,0,0,0
4269,219000,1985,2092,2,5,1,0,1,0,0
4270,149900,1966,2148,2,3,1,0,0,0,0
4271,550000,1956,1056,0,0,1,0,0,0,0
4272,550000,1950,778,0,0,1,0,0,0,0
4273,550000,1960,1032,0,0,1,0,0,0,0
4274,550000,1950,1320,0,0,1,0,0,0,0
4275,550000,1959,1176,0,0,1,0,0,0,0
4276,550000,1961,674,0,0,1,0,0,0,0
4277,550000,1960,832,0,0,1,0,0,0,0
4278,179000,1955,1747,3,3,0,0,0,0,0
4279,155000,1958,1688,2,3,0,0,0,1,0
4280,229500,1977,1933,2,3,1,0,0,0,0
4281,270000,1916,2777,2,4,0,0,0,0,0
4282,114900,1935,1294,2,3,1,0,0,0,0
4283,229000,1966,2571,3,3,0,0,0,0,1
4284,155000,1980,1956,3,4,0,0,0,0,0
4285,73000,2010,1008,2,3,0,0,0,0,0
4286,250000,1966,2368,3,4,0,0,0,1,0
4287,199900,1974,1814,2,3,0,0,0,1,0
4288,239900,1995,2100,3,4,0,0,0,0,0
4289,199900,1967,1866,2,4,1,0,0,0,0
4290,309900,1981,2424,3,5,1,2,1,0,0
4291,240000,1976,1440,2,4,1,2,1,0,0
4292,235000,1976,1052,3,3,0,0,0,0,0
4293,155000,1977,1188,2,3,1,0,1,0,0
4294,115000,1985,1022,2,2,0,0,0,0,0
4295,169900,1986,1982,3,3,1,2,1,0,0
4296,222000,1978,1167,3,3,1,1,1,0,0
4297,320000,1975,3200,3,5,1,2,1,0,0
4298,319900,1974,3100,4,5,1,2,1,0,0
4299,299000,1973,2845,3,3,0,0,0,1,0
4300,215000,1988,1412,3,3,1,2,1,0,0
4301,300000,1987,2284,3,4,1,2,1,0,0
